ID,面积,周长,暴雨,比降,断层,岩性,最大高程,最小高程,相对高差,主沟长度,面积_T,周长_T,暴雨_T,比降_T,断层_T,岩性_T,最大高程_T,最小高程_T,相对高差_T,主沟长度_T,category
T001,65924920,37022,58,0.79,1,4380,1557,2823,12031,235,0.6096646085271372,0.7979669170254644,-3.1371182335782617,-0.30165890651955124,-0.3023715784073817,1.317287090231325,1.679792819221238,0.8510849867112366,0.4784214172060946,-0.7441121879430229,2
T002,30245122,26890,57,0.79,1,4520,1557,2963,10973,270,-0.00494931151602703,0.24586003000987627,-3.368810865304869,-0.30165890651955124,-0.3023715784073817,1.49480195463828,1.679792819221238,1.0538139113030174,0.3277294314473506,-0.5601146848308974,2
T003,45788150,31986,57,0.85,2,4640,1549,3091,11612,266,0.26279215295136327,0.5235482155834488,-3.368810865304869,0.8366765897806392,0.45355736761107274,1.6469575527013842,1.6500066179760702,1.2391660709297883,0.41874283305400223,-0.5811429709008546,2
T004,105370617,50908,72,0.78,3,5120,1620,3500,17338,202,1.2891492418763755,1.554634527872134,0.10657861059423783,-0.49138148923624997,1.209486313629527,2.255579944953801,1.9143591540269342,1.8314241434872045,1.2343026728031212,-0.9175955480201698,1
T005,10352295,14824,62,0.85,1,4220,1561,2659,5731,464,-0.34761964791228406,-0.4116332288462317,-2.210347706671833,0.8366765897806392,-0.3023715784073817,1.1144129594805194,1.6946859198438218,0.6136025321894364,-0.418893809901738,0.4597571895620266,2
T006,12362264,23091,57,0.85,1,4520,1560,2960,10966,270,-0.31299627571003,0.038847193080127046,-3.368810865304869,0.8366765897806392,-0.3023715784073817,1.49480195463828,1.6909626446881758,1.0494697200617649,0.32673241452834195,-0.5601146848308974,2
T007,4305603,10410,62,0.83,1,3546,1560,1986,4193,474,-0.4517788999745755,-0.6521582781244399,-2.210347706671833,0.4572314243472417,-0.3023715784073817,0.2598056836927506,1.6909626446881758,-0.360944369598195,-0.637952670106793,0.5123279047369196,2
T008,77822763,44179,66,0.82,2,5120,1540,3580,16700,214,0.8146147578045553,1.1879618825180192,-1.283577179765405,0.26750884163054295,0.45355736761107274,2.255579944953801,1.6164971415752565,1.9472692432539365,1.1434317021848994,-0.8545106898102982,1
T009,8159210,13863,59,0.88,2,3868,1522,2346,5820,403,-0.38539734409873283,-0.46399946635333594,-2.905425601851655,1.4058443379307355,0.45355736761107274,0.6680898718287469,1.5494781887736289,0.16035857935209819,-0.4062174519314845,0.13907582699517934,2
T010,15576998,18179,59,0.82,2,4060,1524,2536,7482,339,-0.25761983367871466,-0.2288145744900041,-2.905425601851655,0.26750884163054295,0.45355736761107274,0.9115388287297137,1.5569247390849208,0.43549069129808626,-0.16949714916113248,-0.19737675012413583,2
T011,48715036,42261,65,0.8,2,4520,1523,2997,18443,163,0.31321017600125434,1.083447373112581,-1.515269811492012,-0.11193632380285247,0.45355736761107274,1.49480195463828,1.5532014639292748,1.1030480787038783,1.3916889150180665,-1.1226213372022524,1
T012,5712959,14504,62,0.76,1,3544,1527,2017,6468,312,-0.42753603323927986,-0.4290704775478689,-2.210347706671833,-0.8708266546696475,-0.3023715784073817,0.2572697570583655,1.5680945645518587,-0.3160543934385864,-0.31392217142896456,-0.3393176810963469,2
T013,2833503,8519,60,0.88,1,3331,1520,1811,2915,621,-0.4771370354577288,-0.7552015196706774,-2.6737329701250476,1.4058443379307355,-0.3023715784073817,-0.012806429503644492,1.542031638462337,-0.6143555253379208,-0.8199794733200962,1.2851174178078466,2
T014,7729837,14356,60,0.82,2,3934,1520,2414,6118,395,-0.39279364781913767,-0.43713520507237613,-2.6737329701250476,0.26750884163054295,0.45355736761107274,0.7517754507634543,1.542031638462337,0.25882691415382025,-0.3637730173793997,0.09701925485526494,2
T015,3910963,9668,60,0.84,1,3136,1519,1617,3480,465,-0.4585768991506312,-0.6925908985513612,-2.6737329701250476,0.6469540070639405,-0.3023715784073817,-0.26005927635618886,1.538308363306691,-0.8952798922722455,-0.739505964857251,0.4650142610795159,2
T016,8971075,17193,63,0.78,1,3973,1519,2454,6651,369,-0.3714123005119994,-0.28254309705192376,-1.9786550749452263,-0.49138148923624997,-0.3023715784073817,0.8012260201339632,1.538308363306691,0.3167494640371861,-0.2878573005463085,-0.039664604599456844,2
T017,44781855,33977,70,0.7,2,4563,1504,3059,15790,194,0.2454578924079085,0.6320405973489478,-0.3568066528589764,-2.00916215096984,0.45355736761107274,1.549324377277559,1.4824592359720012,1.1928280310230954,1.013819502713768,-0.9596521201600843,1
T018,4338174,10762,67,0.75,2,3680,1495,2185,3981,549,-0.45121783766167434,-0.632977304552639,-1.0518845480387977,-1.0605492373863463,0.45355736761107274,0.4297127681965503,1.4489497595711875,-0.07277968392844958,-0.6681480396539138,0.9066082685486171,2
T019,17914835,21693,69,0.78,3,4119,1518,2601,8037,324,-0.2173486650192971,-0.03733178718515051,-0.5884992845855835,-0.49138148923624997,1.209486313629527,0.9863486644440733,1.534585088151045,0.5296148348585559,-0.09044795058258533,-0.2762328228864753,2
T020,4315017,9014,64,0.82,1,3860,1510,2350,3285,715,-0.4516167360676137,-0.7282282755853323,-1.746962443218619,0.26750884163054295,-0.3023715784073817,0.6579461652912066,1.5047988869058773,0.1661508343404348,-0.7672800076010647,1.7792821404518409,2
T021,20230242,23232,71,0.78,3,4140,1500,2640,10874,243,-0.1774638715917843,0.04653048078928594,-0.1251140211323693,-0.49138148923624997,1.209486313629527,1.0129758941051166,1.4675661353494174,0.5860893209948376,0.31362876359279895,-0.7020556158031086,2
T022,7678181,13379,65,0.83,1,4274,1490,2784,4656,598,-0.3936834649827256,-0.4903733050145622,-1.515269811492012,0.4572314243472417,-0.3023715784073817,1.1828829786089163,1.4303333837929577,0.7946105005749549,-0.5720071224637888,1.1642047729055927,2
T023,27342245,25692,71,0.7,3,4120,1521,2599,11120,234,-0.05495375975794646,0.18057933018312197,-0.1251140211323693,-2.00916215096984,1.209486313629527,0.9876166277612658,1.545754913617983,0.5267187073643875,0.3486667867465334,-0.7493692594605122,1
T024,2013638,6830,70,0.77,1,2930,1480,1450,2773,523,-0.4912598856363141,-0.8472374979740063,-0.3568066528589764,-0.6811040719529488,-0.3023715784073817,-0.5212597196978511,1.393100632236498,-1.137106538035298,-0.8402046736771299,0.7699244090938953,0
T025,5230819,9579,71,0.8,1,3342,1483,1859,2876,646,-0.435841292013716,-0.6974406333465041,-0.1251140211323693,-0.11193632380285247,-0.3023715784073817,0.001141166985473397,1.404270457703436,-0.5448484654778817,-0.825534281868859,1.416544205745079,0
T026,21931830,22936,68,0.81,1,4640,1465,3175,9036,351,-0.14815261621476655,0.03040102574027152,-0.8201919163121907,0.07778625891384627,-0.3023715784073817,1.6469575527013842,1.3372515049018083,1.3608034256848567,0.051840606858799564,-0.13429189191426424,2
T027,22327918,21861,70,0.76,1,4375,1440,2935,8171,359,-0.14132967404558563,-0.028177231616790976,-0.3568066528589764,-0.8708266546696475,-0.3023715784073817,1.3109472736453625,1.244169626010659,1.0132681263846612,-0.07136219813299015,-0.09223531977434984,2
T028,13287825,17302,72,0.84,1,4033,1420,2613,6638,394,-0.297052724839897,-0.2766035342129286,0.10657861059423783,0.6469540070639405,-0.3023715784073817,0.8773038191655153,1.1697041228977396,0.5469915998235656,-0.2897089033958961,0.09176218333777564,2
T029,1778125,5729,76,0.85,1,2649,1440,1209,2210,547,-0.4953167911196671,-0.9072325317880767,1.0333491375006663,0.8366765897806392,-0.3023715784073817,-0.8775574118289535,1.244169626010659,-1.4860899010825777,-0.9203933201631156,0.8960941255136384,0
T030,5840758,11375,77,0.83,1,3380,1440,1940,4401,441,-0.42533459016026925,-0.5995740750085653,1.2650417692272733,0.4572314243472417,-0.3023715784073817,0.04932377303878974,1.244169626010659,-0.42755530196406577,-0.6083270245133916,0.3388445446597727,0
T031,1582703,5812,76,0.9,1,2740,1485,1255,2182,575,-0.49868309609377803,-0.9027097454060896,1.0333491375006663,1.785289503364133,-0.3023715784073817,-0.7621727499644328,1.4117170080147279,-1.4194789687167069,-0.9243813878391504,1.043292128003339,0
T032,1077249,4860,76,0.9,1,2590,1443,1147,1925,596,-0.5073899577285187,-0.9545855602934603,1.0333491375006663,1.785289503364133,-0.3023715784073817,-0.9523672475433131,1.2553394514775968,-1.5758698534017948,-0.9609861518656128,1.1536906298706142,0
T033,15440912,18951,77,0.79,1,4003,1424,2579,7700,335,-0.2599640271610599,-0.18674721199730435,1.2650417692272733,-0.30165890651955124,-0.3023715784073817,0.8392649196497393,1.1845972235203235,0.4977574324227046,-0.13844719368343286,-0.21840503619409302,2
T034,12494942,17930,77,0.77,1,3920,1420,2500,7353,340,-0.31071078783581374,-0.24238293363596555,1.2650417692272733,-0.6811040719529488,-0.3023715784073817,0.7340239643227587,1.1697041228977396,0.3833603964030569,-0.1878707466685786,-0.19211967860664653,2
T035,10229058,14473,72,0.85,1,3956,1441,2515,4947,508,-0.34974250678229113,-0.43075971101584004,0.10657861059423783,0.8366765897806392,-0.3023715784073817,0.77967064374169,1.247892901166305,0.40508135260931916,-0.5305597048307128,0.6910683363315557,2
T036,4694199,10777,76,0.83,1,3520,1441,2079,4040,515,-0.4450850136786639,-0.6321599335197498,1.0333491375006663,0.4572314243472417,-0.3023715784073817,0.22683863744574467,1.247892901166305,-0.22627444111936923,-0.6597446113365547,0.7278678369539808,0
T037,121436993,52765,80,0.68,3,4202,1420,2782,23288,119,1.5659058068728313,1.6558250617438224,1.9601196644070948,-2.3886073164032355,1.209486313629527,1.0915896197710537,1.1697041228977396,0.7917143730807865,2.081767053960519,-1.3539324839717817,1
T038,5250650,10196,76,0.78,1,3401,1391,2010,3273,614,-0.4354996866983391,-0.6638194381936598,1.0333491375006663,-0.49138148923624997,-0.3023715784073817,0.07595100269983297,1.0617291433840064,-0.3261908396681754,-0.7689891794622226,1.2483179171854215,0
T039,28787164,24586,78,0.76,2,4039,1394,2645,9920,267,-0.03006383939643408,0.12031183935808838,1.4967344009538806,-0.8708266546696475,0.45355736761107274,0.8849115990686705,1.0728989688509443,0.5933296397302583,0.17774960063075576,-0.5758858993833654,1
T040,10677001,18791,71,0.78,1,4147,1347,2800,7995,350,-0.34202631951054996,-0.19546583634812295,-0.1251140211323693,-0.49138148923624997,-0.3023715784073817,1.0218516373254642,0.8979050365355834,0.8177795205283012,-0.09643005209663753,-0.13954896343175355,2
T041,6512209,12497,70,0.82,0,3699,1389,2310,5286,437,-0.41376829342207294,-0.5384347217484498,-0.3568066528589764,0.26750884163054295,-1.058300524425836,0.4538040712232085,1.0542825930727144,0.10822828445706888,-0.48227559975300555,0.3178162585898155,2
T042,47016210,30787,71,0.76,1,3995,1383,2612,11656,224,0.2839464983500734,0.4582130243545019,-0.1251140211323693,-0.8708266546696475,-0.3023715784073817,0.8291212131121989,1.0319429421388384,0.5455435360764814,0.42500979654491405,-0.8019399746354052,1
T043,2655772,7894,70,0.85,0,2942,1359,1583,2563,618,-0.4801985983797832,-0.7892586460410626,-0.3568066528589764,0.8366765897806392,-1.058300524425836,-0.5060441598915407,0.9425843384033351,-0.9445140596731064,-0.870115181247391,1.2693462032553786,0
T044,3699136,9157,68,0.85,1,3212,1359,1853,3391,546,-0.46222579376715855,-0.7204360050717882,-0.8201919163121907,0.8366765897806392,-0.3023715784073817,-0.16369406424955618,0.9425843384033351,-0.5535368479603866,-0.7521823228275044,0.8908370539961491,0
T045,13740241,16570,70,0.8,1,3941,1314,2627,7102,370,-0.2892594864574866,-0.3164912406179237,-0.3568066528589764,-0.11193632380285247,-0.3023715784073817,0.760651193983802,0.7750369563992663,0.5672644922827437,-0.22362092476446208,-0.03440753308196755,2
T046,42989315,30415,70,0.68,3,4102,1301,2801,11246,249,0.21457991388812614,0.43794222273884864,-0.3568066528589764,-2.3886073164032355,1.209486313629527,0.9647932880518002,0.7266343793758686,0.8192275842753853,0.3666130912886901,-0.6705131866981727,1
T047,11806522,16807,72,0.88,0,3806,1301,2505,6847,366,-0.32256938958115194,-0.3035767782982736,0.10657861059423783,1.4058443379307355,-1.058300524425836,0.5894761461628097,0.7266343793758686,0.39060071513847766,-0.25994082681406483,-0.05543581915192475,2
T048,16884259,18501,71,0.76,1,3980,1298,2682,7494,358,-0.23510118579484643,-0.21126834298398167,-0.1251140211323693,-0.8708266546696475,-0.3023715784073817,0.8101017633543109,0.7154645539089307,0.6469079983723718,-0.16778797729997472,-0.09749239129183915,2
T049,829261,4008,73,0.9,0,2244,1296,948,1507,629,-0.5116617553660407,-1.0010122349615693,0.33827124232084493,1.785289503364133,-1.058300524425836,-1.3910825552919304,0.7080180035976388,-1.8640345390715403,-1.0205223050292753,1.327173989947761,0
T050,4181540,9739,72,0.85,0,3248,1299,1949,4028,484,-0.45391598737519123,-0.6887220089956855,0.10657861059423783,0.8366765897806392,-1.058300524425836,-0.11804738483062492,0.7191878290645767,-0.4145227282403084,-0.6614537831977124,0.5648986199118126,0
T051,1296096,5215,73,0.86,0,2486,1296,1190,1880,633,-0.5036201378276414,-0.9352411125150816,0.33827124232084493,1.026399172497338,-1.058300524425836,-1.0842354325313368,0.7080180035976388,-1.5136031122771765,-0.9673955463449544,1.3482022760177181,0
T052,656539,3850,74,0.9,0,2153,1299,854,1315,649,-0.5146370341357719,-1.0096218765080027,0.5699638740474521,1.785289503364133,-1.058300524425836,-1.506467217156451,0.7191878290645767,-2.00015253129745,-1.0478690548077998,1.432315420297547,0
T053,421878,2847,73,0.9,0,2074,1306,768,1132,678,-0.5186792632170927,-1.0642767529071968,0.33827124232084493,1.785289503364133,-1.058300524425836,-1.6066363192146613,0.7452507551540984,-2.124686013546687,-1.0739339256904559,1.5847704943047367,0
T054,26869782,22624,70,0.8,2,3860,1271,2589,8200,316,-0.06309232423371378,0.013399708256175242,-0.3568066528589764,-0.11193632380285247,0.45355736761107274,0.6579461652912066,0.6149361247064894,0.512238069893546,-0.06723169946852553,-0.3182893950263897,2
T055,6305448,11240,71,0.76,1,3300,1270,2030,2990,679,-0.4173299220143101,-0.6069304143045684,-0.1251140211323693,-0.8708266546696475,-0.3023715784073817,-0.05211329233661308,0.6112128495508434,-0.2972295647264925,-0.8092971491878601,1.590027565822226,0
T056,16704083,20813,70,0.76,2,3700,1270,2430,7332,331,-0.23820486585653558,-0.08528422111465284,-0.3568066528589764,-0.8708266546696475,0.45355736761107274,0.455072034540401,0.6112128495508434,0.2819959341071666,-0.1908617974256047,-0.23943332226405023,2
T057,5055517,12567,71,0.77,1,3480,1270,2210,4416,500,-0.43886101340931943,-0.5346203235949667,-0.1251140211323693,-0.6811040719529488,-0.3023715784073817,0.17612010475804327,0.6112128495508434,-0.03657809025134588,-0.6061905596869444,0.6490117641916414,2
T058,9600372,14309,70,0.82,2,3241,1268,1973,5998,329,-0.3605721411579189,-0.4396963009754291,-0.3568066528589764,0.26750884163054295,0.45355736761107274,-0.12692312805097267,0.6037662992395515,-0.3797691983102889,-0.3808647359909775,-0.24994746529902884,2
T059,42681660,28713,75,0.78,1,4002,1254,2748,11867,232,0.20928030301110045,0.34519785620701576,0.8016565057740592,-0.49138148923624997,-0.3023715784073817,0.8379969563325467,0.5516404470605079,0.7424802056799256,0.45506273510360495,-0.7598834024954909,1
T060,36212862,39380,76,0.83,1,4061,1239,2822,15270,185,0.09784992729127769,0.9264576433956536,1.0333491375006663,0.4572314243472417,-0.3023715784073817,0.9128067920469063,0.4957913197258182,0.8496369229641525,0.9397553887302644,-1.006965763817488,1
T061,981501,4554,72,0.85,1,2307,1235,1072,1529,701,-0.5090392959230986,-0.9712599293644009,0.10657861059423783,0.8366765897806392,-0.3023715784073817,-1.3112008663088006,0.4808982191032343,-1.6844746344331059,-1.0173888232838193,1.7056831392069907,0
T062,1353591,5897,71,0.85,1,2731,1244,1487,2012,739,-0.5026297390778255,-0.8980779762197172,-0.1251140211323693,0.8366765897806392,-0.3023715784073817,-0.7735844198191657,0.5144076955040481,-1.0835281793931846,-0.9485946558722189,1.905451856871584,0
T063,2378216,6632,72,0.8,1,2621,1239,1382,2448,565,-0.48497972918078996,-0.8580267956081442,0.10657861059423783,-0.11193632380285247,-0.3023715784073817,-0.9130603847103446,0.4957913197258182,-1.2355748728370202,-0.8864947449168197,0.9907214128284458,0
T064,25550868,24570,74,0.78,1,4043,1236,2807,10540,266,-0.08581170464443835,0.11943997692300652,0.5699638740474521,-0.49138148923624997,-0.3023715784073817,0.8899834523374406,0.4846214942588803,0.8279159667578903,0.26605681345724086,-0.5811429709008546,1
T065,2368677,8627,71,0.88,1,3411,1250,2161,3026,714,-0.4851440463157494,-0.7493164482338748,-0.1251140211323693,1.4058443379307355,-0.3023715784073817,0.08863063587175833,0.5367473464379239,-0.10753321385846912,-0.8041696336043868,1.7740250689343515,0
T066,1099848,5415,72,0.8,1,2510,1242,1268,1612,787,-0.507000671332361,-0.9243428320765583,0.10657861059423783,-0.11193632380285247,-0.3023715784073817,-1.053804312918716,0.5069611451927561,-1.4006541400046129,-1.0055670512441448,2.1577912897110703,0
T067,2306514,7559,71,0.88,1,3178,1244,1934,2660,727,-0.4862148552119109,-0.807513265775589,-0.1251140211323693,1.4058443379307355,-0.3023715784073817,-0.2068048170341024,0.5144076955040481,-0.43624368444657063,-0.8562993753696989,1.8423669986617124,0
T068,44724304,35972,68,0.72,3,4160,1285,2875,13884,207,0.2444665290119497,0.7407509447232173,-0.8201919163121907,-1.6297169855364424,1.209486313629527,1.0383351604489672,0.667061976885533,0.9263843015596123,0.7423460387665413,-0.8913101904327233,1
T069,1031314,5819,72,0.82,0,2620,1239,1381,2429,569,-0.5081812259531086,-0.9023283055907413,0.10657861059423783,0.26750884163054295,-1.058300524425836,-0.914328348027537,0.4957913197258182,-1.2370229365841043,-0.8892009336969862,1.011749698898403,0
T070,38819553,34543,76,0.72,1,4053,1238,2815,12379,227,0.14275232763141515,0.6628827309899686,1.0333491375006663,-1.6297169855364424,-0.3023715784073817,0.902663085509366,0.4920680445701722,0.8395004767345634,0.5279874011796701,-0.7861687600829373,1
T071,4250431,9542,73,0.78,1,3100,1233,1867,3528,529,-0.4527292831352823,-0.6994568152276309,0.33827124232084493,-0.49138148923624997,-0.3023715784073817,-0.30570595577512016,0.4734516687919424,-0.5332639555012085,-0.7326692774126198,0.801466838198831,0
T072,6335150,13360,72,0.88,1,3715,1233,2482,5277,470,-0.4168182805904118,-0.49140864165622195,0.10657861059423783,1.4058443379307355,-0.3023715784073817,0.47409148429828907,0.4734516687919424,0.35729524895554227,-0.4835574786488739,0.49129961866696237,2
T073,995944,5247,72,0.85,1,2457,1231,1226,2057,596,-0.5087905033473339,-0.9334973876449179,0.10657861059423783,0.8366765897806392,-0.3023715784073817,-1.1210063687299203,0.4660051184806504,-1.4614728173821472,-0.9421852613928772,1.1536906298706142,0
T074,17683731,19964,71,0.85,1,3957,1234,2723,6507,418,-0.22132962184471563,-0.13154742157618404,-0.1251140211323693,0.8366765897806392,-0.3023715784073817,0.7809386070588826,0.47717494394758836,0.7062786120028218,-0.30836736288020183,0.2179318997575188,2
T075,2867172,7996,73,0.84,1,2763,1234,1529,2595,589,-0.47655705919009594,-0.7837005230174157,0.33827124232084493,0.6469540070639405,-0.3023715784073817,-0.7330095936690045,0.47717494394758836,-1.0227095020156505,-0.865557389617637,1.1168911292481891,0
T076,193787283,67227,78,0.7,1,4120,1226,2894,25258,115,2.8121991674226794,2.443879720253439,1.4967344009538806,-2.00916215096984,-0.3023715784073817,0.9876166277612658,0.44738874270242057,0.9538975127542111,2.362356101167254,-1.374960770041739,1
T077,33618784,26387,70,0.76,2,4246,1231,3015,10248,294,0.05316479626901877,0.2184508547069903,-0.3568066528589764,-0.8708266546696475,0.45355736761107274,1.1473800057275252,0.4660051184806504,1.129113226151393,0.22446696483573497,-0.4339449684111543,1
T078,1634829,6220,72,0.85,1,2633,1232,1401,1827,767,-0.49778518279291883,-0.8804772533115022,0.10657861059423783,0.8366765897806392,-0.3023715784073817,-0.8978448249040342,0.46972839363629637,-1.2080616616424213,-0.9749443887317346,2.0526498593612845,0
T079,4254350,9170,74,0.8,0,2987,1263,1724,3613,477,-0.45266177513109884,-0.7197276168432841,0.5699638740474521,-0.11193632380285247,-1.058300524425836,-0.4489858106178766,0.5851499234613216,-0.7403370713342416,-0.7205626433960856,0.5280991192893875,0
T080,4080540,9520,74,0.85,0,3245,1219,2026,3554,570,-0.45565579559732183,-0.7006556260758684,0.5699638740474521,0.8366765897806392,-1.058300524425836,-0.12185127478220252,0.42132581661289875,-0.30302181971482905,-0.7289660717134446,1.0170067704158923,0
T081,870740,4372,73,0.9,0,2380,1216,1164,1856,627,-0.5109472454131125,-0.981177364563457,0.33827124232084493,1.785289503364133,-1.058300524425836,-1.2186395441537456,0.4101559911459608,-1.5512527697013643,-0.9708138900672699,1.3166598469127824,0
T082,14946896,17852,75,0.82,0,3784,1210,2574,7250,355,-0.2684738598211003,-0.24663326300698962,0.8016565057740592,0.26750884163054295,-1.058300524425836,0.561580953184574,0.38781634021208494,0.49051711368728385,-0.20254113847684949,-0.11326360584430704,2
T083,38339284,28633,76,0.8,0,4040,1179,2861,10742,266,0.1344792983736483,0.34083854403160646,1.0333491375006663,-0.11193632380285247,-1.058300524425836,0.886179562385863,0.27239481038705976,0.9061114091004342,0.2948278731200634,-0.5811429709008546,1
T084,22993580,23489,72,0.78,1,4128,1181,2947,10404,283,-0.12986309760241818,0.060534771152788325,0.10657861059423783,-0.49138148923624997,-0.3023715784073817,0.9977603342988062,0.2798413606983517,1.0306448913496709,0.24668619903078606,-0.4917727551035366,1
T085,91167149,43151,77,0.73,0,4097,1159,2938,16864,174,1.0444828021816317,1.1319447210640095,1.2650417692272733,-1.4399944028197438,-1.058300524425836,0.9584534714658375,0.1979293072741403,1.0176123176259135,1.166790384287389,-1.0647935505098702,1
T086,21070635,23698,72,0.82,1,4260,1179,3081,9885,312,-0.16298740969850692,0.07192347421104513,0.10657861059423783,0.26750884163054295,-0.3023715784073817,1.1651314921682208,0.27239481038705976,1.2246854334589468,0.17276451603571225,-0.3393176810963469,2
T087,16529498,21231,72,0.8,1,4008,1166,2842,8026,354,-0.24121223633634425,-0.06250681499813923,0.10657861059423783,-0.11193632380285247,-0.3023715784073817,0.8456047362357019,0.2239922333636621,0.8785981979058354,-0.09201469145531328,-0.11852067736179633,2
T088,25155373,30358,72,0.74,2,4252,1156,3096,14328,216,-0.09262443189999824,0.4348362128138695,0.10657861059423783,-1.250271820103045,0.45355736761107274,1.1549877856306805,0.18675948180720237,1.246406389665209,0.805585397629379,-0.8439965467753197,1
T089,13955631,17981,76,0.76,0,3507,1155,2352,7734,304,-0.28554921623011326,-0.23960387212414214,1.0333491375006663,-0.8708266546696475,-1.058300524425836,0.21035511432224172,0.1830362066515564,0.16904696183460308,-0.13360454007681918,-0.3813742532362613,2
T090,48648459,34449,72,0.82,2,4223,1157,3066,12273,250,0.31206333231803857,0.6577605391838627,0.10657861059423783,0.26750884163054295,0.45355736761107274,1.118216849432097,0.19048275696284833,1.2029644772526844,0.5128897164061097,-0.6652561151806835,1
T091,5310818,13517,73,0.82,1,3667,1174,2493,5310,469,-0.4344632433210207,-0.4828534915119812,0.33827124232084493,0.26750884163054295,-0.3023715784073817,0.41322924507304737,0.2537784346088299,0.3732239501734679,-0.47885725603069,0.4860425471494731,2
T092,13952974,20543,72,0.82,1,4141,1150,2991,8510,351,-0.28559498524443205,-0.09999689970665923,0.10657861059423783,0.26750884163054295,-0.3023715784073817,1.0142438574223092,0.1644198308733265,1.0943596962213735,-0.02307809305528297,-0.13429189191426424,2
T093,2999371,9216,73,0.9,0,3197,1144,2053,2980,689,-0.47427982248556677,-0.7172210123424237,0.33827124232084493,1.785289503364133,-1.058300524425836,-0.1827135140074442,0.14208017993945068,-0.2639240985435571,-0.8107214590721582,1.642598280997119,0
T094,7417838,13754,75,0.83,1,3009,1143,1866,4932,378,-0.39816808767553896,-0.46993902919233116,0.8016565057740592,0.4572314243472417,-0.3023715784073817,-0.42109061763964084,0.1383569047838047,-0.5347120192482927,-0.5326961696571599,0.007649039057946847,0
T095,86592015,43323,77,0.68,1,4000,1150,2850,17587,162,0.9656723492058955,1.1413172422411395,1.2650417692272733,-2.3886073164032355,-0.3023715784073817,0.8354610296981616,0.1644198308733265,0.8901827078825086,1.2697679889221452,-1.1278784087197418,1
T096,12111441,20193,72,0.8,1,4080,1143,2937,8278,355,-0.3173169085585396,-0.11906889047407493,0.10657861059423783,-0.11193632380285247,-0.3023715784073817,0.9368980950735645,0.1383569047838047,1.0161642538788294,-0.05612208237099998,-0.11326360584430704,2
T097,6695478,13932,72,0.85,1,3675,1143,2532,5095,497,-0.41061133388680904,-0.46023955960204543,0.10657861059423783,0.8366765897806392,-0.3023715784073817,0.42337295161058763,0.1383569047838047,0.42969843630974963,-0.5094799185431002,0.6332405496391734,2
T098,14897965,18203,75,0.82,1,3265,1117,2148,8354,257,-0.26931673661433864,-0.22750678083738132,0.8016565057740592,0.26750884163054295,-0.3023715784073817,-0.09649200843835182,0.041551750737009376,-0.12635804257056305,-0.045297327250334064,-0.6284566145582584,2
T099,48742658,37248,77,0.78,1,4003,1113,2890,16943,171,0.31368598771127104,0.8102819739209957,1.2650417692272733,-0.49138148923624997,-0.3023715784073817,0.8392649196497393,0.02665865011442548,0.9481052577658745,1.1780424323733445,-1.0805647650623382,1
